fold,date,y_true_class,y_true_price
1,2006-09-01,0,637.75
1,2006-09-05,1,635.39999999999998
1,2006-09-06,0,621.5
1,2006-09-07,0,610
1,2006-09-08,0,588
1,2006-09-11,0,590.70000000000005
1,2006-09-12,1,589
1,2006-09-13,0,584.39999999999998
1,2006-09-14,0,573.60000000000002
1,2006-09-15,0,583.5
1,2006-09-19,1,580.25
1,2006-09-20,0,578.75
1,2006-09-21,0,589
1,2006-09-22,1,584.75
1,2006-09-25,0,591
1,2006-09-26,1,593.75
1,2006-09-27,1,603
1,2006-09-28,1,599.25
1,2006-09-29,0,571.39999999999998
1,2006-10-10,0,574.10000000000002
1,2006-10-11,1,573
1,2006-10-12,0,586.10000000000002
1,2006-10-13,1,595.10000000000002
1,2006-10-16,1,590
1,2006-10-17,0,594
1,2006-10-18,1,597.25
1,2006-10-19,1,596.60000000000002
1,2006-10-20,0,582.75
1,2006-10-23,0,596.25
1,2006-10-26,1,596.25
1,2006-10-27,0,608.5
1,2006-10-30,1,603.75
1,2006-10-31,0,614.10000000000002
1,2006-11-01,1,620.75
1,2006-11-02,1,626.10000000000002
1,2006-11-06,1,625.75
1,2006-11-07,0,623.20000000000005
1,2006-11-08,0,625.25
1,2006-11-09,1,629.29999999999995
1,2006-11-10,1,623.5
1,2006-11-13,0,627
1,2006-11-14,1,617.75
1,2006-11-15,0,624.75
1,2006-11-16,1,620.5
1,2006-11-17,0,625.5
1,2006-11-20,1,624.5
1,2006-11-21,0,631.79999999999995
1,2006-11-22,1,639.5
1,2006-11-24,1,638.75
1,2006-11-27,0,637
1,2006-11-28,0,637.5
1,2006-11-29,1,646.70000000000005
1,2006-11-30,1,648.75
1,2006-12-01,1,646
1,2006-12-04,0,645.89999999999998
1,2006-12-05,0,636
1,2006-12-06,0,627.75
1,2006-12-07,0,637.39999999999998
1,2006-12-08,1,626.75
1,2006-12-11,0,628
1,2006-12-12,1,624
1,2006-12-13,0,627.39999999999998
1,2006-12-14,1,623.75
1,2006-12-15,0,614
1,2006-12-18,0,620.5
1,2006-12-19,1,619.25
1,2006-12-20,0,620.5
1,2006-12-21,1,619.75
1,2006-12-22,0,628.5
1,2006-12-27,1,632
1,2006-12-28,1,635.70000000000005
1,2006-12-29,1,628.70000000000005
1,2007-01-04,0,609.5
1,2007-01-05,0,609.60000000000002
1,2007-01-09,1,608.39999999999998
1,2007-01-10,0,612
1,2007-01-11,1,619.75
1,2007-01-12,1,627.04999999999995
1,2007-01-16,1,626.5
1,2007-01-17,0,635
1,2007-01-18,1,629
1,2007-01-19,0,639
1,2007-01-22,1,642.5
1,2007-01-23,1,642.10000000000002
1,2007-01-24,0,651.75
1,2007-01-25,1,644.75
1,2007-01-29,0,650.5
1,2007-01-31,1,645.70000000000005
1,2007-02-02,0,649.39999999999998
1,2007-02-05,1,653.25
1,2007-02-06,1,653.75
1,2007-02-07,1,656
1,2007-02-08,1,664.5
1,2007-02-09,1,667.79999999999995
1,2007-02-13,1,668.25
1,2007-02-14,1,664.75
1,2007-02-15,0,685.75
1,2007-02-26,1,676.20000000000005
1,2007-02-27,0,664.20000000000005
1,2007-02-28,0,670.39999999999998
1,2007-03-01,1,651.89999999999998
1,2007-03-02,0,636.75
1,2007-03-05,0,643.75
1,2007-03-06,1,646.39999999999998
1,2007-03-07,1,654.25
1,2007-03-08,1,652.25
1,2007-03-09,0,647.75
1,2007-03-12,0,650.79999999999995
1,2007-03-13,1,643.25
1,2007-03-14,0,648.5
1,2007-03-15,1,653.20000000000005
1,2007-03-16,1,659
1,2007-03-20,1,663
1,2007-03-22,1,656.25
1,2007-03-23,0,663
1,2007-03-26,1,666.75
1,2007-03-28,1,661
1,2007-03-29,0,661.75
1,2007-03-30,1,664.25
1,2007-04-03,1,672.25
1,2007-04-04,1,673.5
1,2007-04-05,1,677.39999999999998
1,2007-04-10,1,678.20000000000005
1,2007-04-11,1,677.25
1,2007-04-12,0,681.75
1,2007-04-13,1,686.5
1,2007-04-16,1,688
1,2007-04-17,1,688.75
1,2007-04-18,1,681.89999999999998
1,2007-04-19,0,691.39999999999998
1,2007-04-20,1,688.70000000000005
1,2007-04-23,0,688.39999999999998
1,2007-04-24,0,684
1,2007-04-25,0,673
1,2007-04-26,0,677.5
1,2007-04-27,1,684.25
1,2007-05-08,1,683
1,2007-05-09,0,673.5
1,2007-05-10,0,669
1,2007-05-11,0,670.20000000000005
1,2007-05-14,1,668.25
1,2007-05-15,0,667.75
1,2007-05-16,0,656.75
1,2007-05-17,0,657
1,2007-05-18,1,658
1,2007-05-21,1,662
1,2007-05-22,1,662.04999999999995
1,2007-05-23,1,659
1,2007-05-24,0,655.29999999999995
1,2007-05-25,0,660.14999999999998
1,2007-05-29,1,652.64999999999998
1,2007-05-30,0,659.10000000000002
1,2007-05-31,1,666.5
1,2007-06-01,1,671.10000000000002
1,2007-06-04,1,671.5
1,2007-06-05,1,669.70000000000005
1,2007-06-06,0,668.75
1,2007-06-07,0,655.25
1,2007-06-08,0,650.29999999999995
1,2007-06-11,0,647.25
1,2007-06-12,0,647.64999999999998
1,2007-06-13,1,653.25
1,2007-06-14,1,653.10000000000002
1,2007-06-15,0,656
1,2007-06-18,1,656.29999999999995
1,2007-06-19,1,657.70000000000005
1,2007-06-20,1,650.5
1,2007-06-21,0,652.85000000000002
1,2007-06-22,1,650.75
1,2007-06-25,0,647
1,2007-06-26,0,642.10000000000002
1,2007-06-27,0,647.25
1,2007-06-28,1,650.5
1,2007-06-29,1,654.75
1,2007-07-02,1,654.25
1,2007-07-03,0,651
1,2007-07-05,0,648.75
1,2007-07-06,0,661.25
1,2007-07-09,1,661.70000000000005
1,2007-07-10,1,663
1,2007-07-11,1,667.25
1,2007-07-12,1,666.5
1,2007-07-13,0,666.5
1,2007-07-17,0,666.75
1,2007-07-18,1,674.5
1,2007-07-19,1,681.60000000000002
1,2007-07-20,1,682
1,2007-07-23,1,684.29999999999995
1,2007-07-24,1,674.75
1,2007-07-25,0,670
1,2007-07-26,0,660.5
1,2007-07-27,0,661.5
1,2007-07-30,1,665.5
1,2007-07-31,1,665.75
1,2007-08-01,1,666.25
1,2007-08-02,1,670.5
1,2007-08-03,1,671.5
1,2007-08-06,1,668
1,2007-08-07,0,675.5
1,2007-08-08,1,662.60000000000002
1,2007-08-09,0,668.5
1,2007-08-10,1,668.75
1,2007-08-13,1,668.35000000000002
1,2007-08-14,0,662.25
1,2007-08-16,0,657.5
1,2007-08-17,0,657.5
1,2007-08-21,0,659.5
1,2007-08-22,1,660.75
1,2007-08-23,1,660.85000000000002
1,2007-08-24,1,666
1,2007-08-28,1,664.25
1,2007-08-29,0,666
1,2007-08-30,1,672
1,2007-08-31,1,678.75
1,2007-09-04,1,680.25
1,2007-09-05,1,688.14999999999998
1,2007-09-06,1,703.5
1,2007-09-10,1,704.14999999999998
1,2007-09-11,1,706
1,2007-09-12,1,704.5
1,2007-09-13,0,716.35000000000002
1,2007-09-14,1,714.75
1,2007-09-18,0,725.14999999999998
1,2007-09-19,1,734.5
1,2007-09-20,1,737
1,2007-09-21,1,728.5
1,2007-09-25,0,734.75
1,2007-09-26,1,731.75
1,2007-09-27,0,741.25
1,2007-10-10,1,749
1,2007-10-11,1,749.5
1,2007-10-12,1,758.85000000000002
1,2007-10-15,1,756.75
1,2007-10-16,0,762.5
1,2007-10-17,1,764.14999999999998
1,2007-10-18,1,763
1,2007-10-19,0,751.25
1,2007-10-22,0,757.5
1,2007-10-24,1,767.5
1,2007-10-25,1,779.14999999999998
1,2007-10-26,1,788.5
1,2007-10-29,1,783.25
1,2007-10-30,0,789.5
1,2007-10-31,1,790.25
1,2007-11-01,1,796.5
1,2007-11-02,1,804.75
1,2007-11-05,1,822.5
1,2007-11-06,1,834.5
1,2007-11-07,1,841.10000000000002
1,2007-11-08,1,803.5
1,2007-11-12,0,804.25
1,2007-11-13,1,813.5
1,2007-11-14,1,794
1,2007-11-15,0,789.75
1,2007-11-16,0,778.85000000000002
1,2007-11-19,0,795.5
1,2007-11-20,1,798
1,2007-11-21,1,830
1,2007-11-26,1,810.75
1,2007-11-27,0,801.75
1,2007-11-28,0,794.5
1,2007-11-29,0,783.5
1,2007-11-30,0,784.25
1,2007-12-03,1,797.5
1,2007-12-04,1,793
1,2007-12-05,0,801.5
1,2007-12-06,1,792.5
1,2007-12-07,0,809.5
1,2007-12-10,1,808.75
1,2007-12-11,0,814
1,2007-12-12,1,800.70000000000005
1,2007-12-13,0,789.5
1,2007-12-14,0,790.75
1,2007-12-17,1,804.25
1,2007-12-18,1,799.75
1,2007-12-19,0,795.25
1,2007-12-20,0,829
1,2007-12-27,1,833.75
1,2007-12-28,1,855
1,2008-01-04,1,859.25
1,2008-01-07,1,873.5
1,2008-01-08,1,877
1,2008-01-09,1,884.25
1,2008-01-10,1,891
1,2008-01-11,1,913
1,2008-01-15,1,889.75
1,2008-01-16,0,888.25
1,2008-01-17,0,882
1,2008-01-18,0,875
1,2008-01-22,0,888.25
1,2008-01-23,1,909.25
1,2008-01-24,1,918.25
1,2008-01-25,1,921.75
1,2008-01-28,1,924.5
1,2008-01-29,1,919
1,2008-01-30,0,923.25
1,2008-01-31,1,914.75
1,2008-02-01,0,893.75
1,2008-02-04,0,899
1,2008-02-13,1,906
1,2008-02-14,1,912.5
1,2008-02-15,1,924
1,2008-02-19,1,920
1,2008-02-20,0,945
1,2008-02-21,1,943
1,2008-02-22,0,937.75
1,2008-02-25,0,937
1,2008-02-26,0,959.5
1,2008-02-27,1,959.75
1,2008-02-28,1,971.5
1,2008-02-29,1,988.5
1,2008-03-03,1,984.75
1,2008-03-04,0,974.5
1,2008-03-05,0,972.5
1,2008-03-07,0,969.25
1,2008-03-10,0,970
1,2008-03-11,1,975.5
1,2008-03-12,1,995
1,2008-03-13,1,1003.5
1,2008-03-14,1,1011.25
1,2008-03-17,1,1006.75
1,2008-03-18,0,958.5
1,2008-03-19,0,926.75
1,2008-03-25,0,946.75
1,2008-03-26,1,946.75
1,2008-03-27,0,934.25
1,2008-03-28,0,933.5
1,2008-03-31,0,890
1,2008-04-02,0,896.5
1,2008-04-03,1,926.5
1,2008-04-07,1,915
1,2008-04-08,0,917
1,2008-04-09,1,928
1,2008-04-10,1,927.75
1,2008-04-11,0,929.75
1,2008-04-15,1,945
1,2008-04-16,1,946
1,2008-04-17,1,918.5
1,2008-04-21,0,918
1,2008-04-22,0,898.5
1,2008-04-23,0,895.5
1,2008-04-24,0,891.5
1,2008-04-25,0,890.5
1,2008-04-28,0,871
1,2008-04-30,0,868.25
1,2008-05-07,0,877
1,2008-05-08,1,876
1,2008-05-09,0,883.5
1,2008-05-12,1,865
1,2008-05-13,0,866.5
1,2008-05-14,1,881.25
1,2008-05-15,1,897
1,2008-05-16,1,914.5
1,2008-05-20,1,923
1,2008-05-21,1,922.75
1,2008-05-22,0,927.5
1,2008-05-23,1,906.75
1,2008-05-27,0,902.5
1,2008-05-28,0,883
1,2008-05-29,0,885.75
1,2008-05-30,1,888.25
1,2008-06-02,1,879.25
1,2008-06-03,0,883.5
1,2008-06-04,1,878.75
1,2008-06-05,0,890.5
1,2008-06-06,1,878
1,2008-06-10,0,876.25
1,2008-06-11,0,862.25
1,2008-06-12,0,866
1,2008-06-13,1,888.25
1,2008-06-16,1,881.5
1,2008-06-17,0,887.5
1,2008-06-18,1,903
1,2008-06-19,1,907.5
1,2008-06-20,1,881
1,2008-06-23,0,889.5
1,2008-06-24,1,882.75
1,2008-06-25,0,909.5
1,2008-06-26,1,919.5
1,2008-06-27,1,930.25
1,2008-06-30,1,937.5
1,2008-07-01,1,935.25
1,2008-07-02,0,934
1,2008-07-03,0,916.75
1,2008-07-07,0,921
1,2008-07-08,1,927.25
1,2008-07-09,1,939.5
1,2008-07-10,1,962.75
1,2008-07-11,1,968
1,2008-07-14,1,986
1,2008-07-15,1,977.5
1,2008-07-16,0,965.5
1,2008-07-17,0,959.75
1,2008-07-18,0,961.5
1,2008-07-22,1,926.5
1,2008-07-23,0,928
1,2008-07-24,1,920.5
1,2008-07-25,0,923.5
1,2008-07-28,1,916.75
1,2008-07-29,0,897.5
1,2008-07-30,0,918
1,2008-07-31,1,912.5
1,2008-08-01,0,905.75
1,2008-08-04,0,882
1,2008-08-05,0,879.5
1,2008-08-06,0,871.5
1,2008-08-07,0,852.5
1,2008-08-08,0,852.5
1,2008-08-11,0,817.75
1,2008-08-12,0,818.5
1,2008-08-13,1,818
1,2008-08-14,0,796.25
1,2008-08-18,0,815.75
1,2008-08-20,1,833.5
1,2008-08-21,1,824
1,2008-08-22,0,827
1,2008-08-26,1,827
1,2008-08-27,0,838.25
1,2008-08-28,1,833
1,2008-08-29,0,798.5
1,2008-09-02,0,805.75
1,2008-09-04,1,808.5
1,2008-09-05,1,808
1,2008-09-08,0,781.75
1,2008-09-09,0,775.75
1,2008-09-10,0,740.75
1,2008-09-11,0,750.25
1,2008-09-12,1,779.5
1,2008-09-16,1,813
1,2008-09-17,1,863
1,2008-09-18,1,869
1,2008-09-19,1,889
1,2008-09-22,1,896
1,2008-09-24,1,888.5
1,2008-09-25,0,902
1,2008-09-26,1,875.5
1,2008-10-06,0,876.75
1,2008-10-07,1,903.5
1,2008-10-08,1,900.5
1,2008-10-10,0,832.5
1,2008-10-14,0,847
1,2008-10-15,1,802.5
1,2008-10-16,0,784.5
1,2008-10-17,0,795
1,2008-10-20,1,744
1,2008-10-22,0,720
1,2008-10-23,0,712.5
1,2008-10-24,0,730.5
1,2008-10-27,1,764
1,2008-10-29,1,730.75
1,2008-10-31,0,741.25
1,2008-11-04,1,753.75
1,2008-11-05,1,754.5
1,2008-11-06,1,735.25
1,2008-11-07,0,753
1,2008-11-10,1,733.75
1,2008-11-11,0,724.75
1,2008-11-12,0,747.5
1,2008-11-14,1,734
1,2008-11-17,0,738
1,2008-11-18,1,762
1,2008-11-19,1,738
1,2008-11-20,0,774.5
1,2008-11-21,1,820.5
1,2008-11-25,1,812.5
1,2008-11-26,0,814.5
1,2008-11-28,1,778
1,2008-12-01,0,780
1,2008-12-02,1,766.25
1,2008-12-03,0,773.25
1,2008-12-04,1,749
1,2008-12-05,0,767.25
1,2008-12-08,1,802.25
1,2008-12-10,1,827.75
1,2008-12-11,1,826.5
1,2008-12-12,0,826
1,2008-12-15,0,838.25
1,2008-12-16,1,870
1,2008-12-17,1,855.25
1,2008-12-18,0,835.75
1,2008-12-19,0,849
1,2008-12-22,1,836.75
1,2008-12-24,0,880.25
1,2008-12-29,1,869.75
1,2008-12-30,0,853.5
1,2009-01-05,0,848.25
1,2009-02-03,0,905
1,2009-02-04,1,920
1,2009-02-05,1,913
1,2009-02-06,0,895
1,2009-02-09,0,909.75
1,2009-02-10,1,943.25
1,2009-02-12,1,935.5
1,2009-02-13,0,968
1,2009-02-17,1,964
1,2009-02-18,0,980.5
1,2009-02-19,1,984.25
1,2009-02-24,1,978.5
1,2009-02-25,0,936.5
1,2009-02-26,0,952
1,2009-02-27,1,937.25
1,2009-03-02,0,913.75
1,2009-03-03,0,908.5
1,2009-03-04,0,913
1,2009-03-05,1,936
1,2009-03-06,1,923.75
1,2009-03-09,0,925.25
1,2009-03-12,1,928
1,2009-03-13,1,919.5
1,2009-03-16,0,915.5
1,2009-03-17,0,893.25
1,2009-03-18,0,956.5
1,2009-03-19,1,949.25
1,2009-03-23,0,923.75
1,2009-03-24,0,929
1,2009-03-25,1,938.25
1,2009-03-26,1,928
1,2009-03-30,0,916.5
1,2009-03-31,0,897.75
1,2009-04-02,0,880
1,2009-04-08,0,891
1,2009-04-15,1,880.5
1,2009-04-16,0,877
1,2009-04-20,0,886
1,2009-04-22,1,897.5
1,2009-04-23,1,907.5
1,2009-04-24,1,907.5
1,2009-04-27,0,891
1,2009-04-28,0,912.25
1,2009-05-07,1,907
1,2009-05-08,0,913
1,2009-05-11,1,917
1,2009-05-12,1,924
1,2009-05-13,1,925.25
1,2009-05-14,1,921
1,2009-05-18,0,924.75
1,2009-05-19,1,939.5
1,2009-05-20,1,937.5
1,2009-05-21,0,959.75
1,2009-05-22,1,945
1,2009-05-26,0,951
1,2009-05-27,1,981.75
1,2009-06-01,1,980
1,2009-06-02,0,976.75
1,2009-06-03,0,970.75
1,2009-06-04,0,962
1,2009-06-05,0,943.75
1,2009-06-08,0,956
1,2009-06-09,1,953.75
1,2009-06-10,0,947.5
1,2009-06-11,0,937.25
1,2009-06-12,0,932.25
1,2009-06-15,0,934
1,2009-06-16,1,930.5
1,2009-06-17,0,940.5
1,2009-06-18,1,935.25
1,2009-06-19,0,919.25
1,2009-06-22,0,920.75
1,2009-06-23,1,933.5
1,2009-06-24,1,937.25
1,2009-06-25,1,942
1,2009-06-26,1,935.5
1,2009-06-29,0,934.5
1,2009-06-30,0,929.5
1,2009-07-02,0,924.5
1,2009-07-06,0,924
1,2009-07-07,0,918
1,2009-07-08,0,911.75
1,2009-07-09,0,913
1,2009-07-10,1,908.5
1,2009-07-13,0,924.75
1,2009-07-14,1,938
1,2009-07-15,1,935
1,2009-07-16,0,937.5
1,2009-07-17,1,947.75
1,2009-07-21,1,948.25
1,2009-07-22,1,951.5
1,2009-07-24,1,955
1,2009-07-27,1,944.25
1,2009-07-28,0,931
1,2009-07-29,0,932.5
1,2009-07-30,1,939
1,2009-07-31,1,959.75
1,2009-08-03,1,960.5
1,2009-08-04,1,960.5
1,2009-08-05,0,964
1,2009-08-06,1,956
1,2009-08-07,0,945
1,2009-08-10,0,942.75
1,2009-08-11,0,947.25
1,2009-08-12,1,953.5
1,2009-08-13,1,953.5
1,2009-08-14,0,932.75
1,2009-08-17,0,935
1,2009-08-18,1,940.5
1,2009-08-20,1,952.5
1,2009-08-21,1,951.5
1,2009-08-24,0,950.5
1,2009-08-25,0,940.5
1,2009-08-26,0,943
1,2009-08-27,1,955.5
2,2009-08-28,1,955
2,2009-09-01,0,964.75
2,2009-09-02,1,983
2,2009-09-03,1,989
2,2009-09-04,1,1000.75
2,2009-09-08,1,999.5
2,2009-09-09,0,990.75
2,2009-09-10,0,1008.25
2,2009-09-11,1,999.25
2,2009-09-14,0,996
2,2009-09-15,0,1015.75
2,2009-09-16,1,1018.5
2,2009-09-17,1,1012
2,2009-09-18,0,1009.75
2,2009-09-24,0,991.5
2,2009-09-25,0,989.5
2,2009-09-29,0,1051.5
2,2009-10-09,1,1059.5
2,2009-10-14,1,1053.5
2,2009-10-15,0,1047.5
2,2009-10-16,0,1061.75
2,2009-10-20,1,1053.75
2,2009-10-21,0,1053
2,2009-10-22,0,1061.75
2,2009-10-23,1,1054
2,2009-10-26,0,1036.5
2,2009-10-27,0,1031.75
2,2009-10-28,0,1040.5
2,2009-10-29,1,1040
2,2009-10-30,0,1090
2,2009-11-04,1,1089
2,2009-11-05,0,1096.75
2,2009-11-06,1,1106.75
2,2009-11-09,1,1101.5
2,2009-11-10,0,1115.25
2,2009-11-11,1,1114.75
2,2009-11-12,0,1104
2,2009-11-13,0,1130
2,2009-11-16,1,1134.75
2,2009-11-17,1,1149
2,2009-11-18,1,1135.5
2,2009-11-19,0,1140
2,2009-11-20,1,1163.25
2,2009-11-24,1,1179.75
2,2009-11-25,1,1166.5
2,2009-11-27,0,1175.75
2,2009-11-30,1,1192.5
2,2009-12-01,1,1212.5
2,2009-12-02,1,1208.75
2,2009-12-03,0,1190.25
2,2009-12-04,0,1142.5
2,2009-12-07,0,1146.75
2,2009-12-08,1,1141
2,2009-12-09,0,1128.5
2,2009-12-10,0,1124
2,2009-12-11,0,1123.75
2,2009-12-14,0,1122
2,2009-12-15,0,1137.5
2,2009-12-16,1,1117
2,2009-12-17,0,1104.5
2,2009-12-18,0,1105.5
2,2009-12-21,1,1084
2,2009-12-22,0,1104.5
2,2009-12-24,1,1106
2,2009-12-29,1,1087.5
2,2009-12-30,0,1121.5
2,2010-01-04,1,1123.25
2,2010-01-05,1,1130
2,2010-01-06,1,1130.25
2,2010-01-07,1,1126.75
2,2010-01-08,0,1151.25
2,2010-01-12,1,1127.25
2,2010-01-13,0,1138.25
2,2010-01-14,1,1128
2,2010-01-15,0,1133
2,2010-01-19,1,1120.25
2,2010-01-20,0,1108.25
2,2010-01-21,0,1084
2,2010-01-22,0,1095.25
2,2010-01-25,1,1094.75
2,2010-01-27,0,1078.5
2,2010-01-29,0,1086.5
2,2010-02-01,1,1111
2,2010-02-02,1,1115.25
2,2010-02-03,1,1083.25
2,2010-02-04,0,1058
2,2010-02-05,0,1064
2,2010-02-08,1,1071.25
2,2010-02-09,1,1069.5
2,2010-02-10,0,1115.25
2,2010-02-22,1,1107
2,2010-02-23,0,1103
2,2010-02-24,0,1094.5
2,2010-02-25,0,1108.25
2,2010-02-26,1,1126.5
2,2010-03-02,1,1136.5
2,2010-03-03,1,1134.5
2,2010-03-04,0,1135
2,2010-03-05,1,1125.75
2,2010-03-08,0,1115.75
2,2010-03-09,0,1120.5
2,2010-03-10,1,1104
2,2010-03-11,0,1106.25
2,2010-03-12,1,1104.25
2,2010-03-15,0,1121.75
2,2010-03-17,1,1122.75
2,2010-03-18,1,1105.5
2,2010-03-19,0,1101.5
2,2010-03-23,0,1093
2,2010-03-25,0,1096.5
2,2010-03-26,1,1107.5
2,2010-03-29,1,1107
2,2010-03-30,0,1115.5
2,2010-03-31,1,1132.75
2,2010-04-06,1,1142
2,2010-04-07,1,1148
2,2010-04-08,1,1152.5
2,2010-04-09,1,1158.75
2,2010-04-12,1,1148.25
2,2010-04-13,0,1154.5
2,2010-04-15,1,1151.5
2,2010-04-16,0,1136.25
2,2010-04-19,0,1144.75
2,2010-04-20,1,1143
2,2010-04-21,0,1133.75
2,2010-04-22,0,1139.5
2,2010-04-23,1,1154.5
2,2010-04-26,1,1149.5
2,2010-04-27,0,1161
2,2010-04-28,1,1179.25
2,2010-04-30,1,1185.25
2,2010-05-06,1,1202.25
2,2010-05-07,1,1196.5
2,2010-05-10,0,1222.5
2,2010-05-11,1,1237.5
2,2010-05-12,1,1237.5
2,2010-05-13,0,1236.5
2,2010-05-14,0,1236
2,2010-05-17,0,1216.75
2,2010-05-18,0,1195
2,2010-05-19,0,1192
2,2010-05-20,0,1179.75
2,2010-05-21,0,1187
2,2010-05-24,1,1198.25
2,2010-05-25,1,1212
2,2010-05-26,1,1207.5
2,2010-05-28,0,1227.75
2,2010-06-01,1,1215
2,2010-06-02,0,1215
2,2010-06-03,0,1203.5
2,2010-06-04,0,1215
2,2010-06-07,1,1246
2,2010-06-08,1,1233.5
2,2010-06-09,0,1217.5
2,2010-06-10,0,1220
2,2010-06-11,1,1245
2,2010-06-17,1,1256
2,2010-06-18,1,1254.5
2,2010-06-21,0,1236
2,2010-06-22,0,1226.5
2,2010-06-23,0,1236.25
2,2010-06-24,1,1254
2,2010-06-25,1,1261
2,2010-06-28,1,1234.5
2,2010-06-29,0,1244
2,2010-06-30,1,1201.5
2,2010-07-02,0,1195
2,2010-07-06,0,1193.25
2,2010-07-07,0,1193.5
2,2010-07-08,1,1208.75
2,2010-07-09,1,1205.5
2,2010-07-12,0,1216
2,2010-07-13,1,1207
2,2010-07-14,0,1208
2,2010-07-15,1,1189.25
2,2010-07-16,0,1183
2,2010-07-20,0,1191.5
2,2010-07-21,1,1199.5
2,2010-07-22,1,1190.5
2,2010-07-23,0,1183.5
2,2010-07-26,0,1168
2,2010-07-27,0,1157
2,2010-07-28,0,1162.5
2,2010-07-29,1,1169
2,2010-07-30,1,1188.5
2,2010-08-02,1,1187.5
2,2010-08-03,0,1199.5
2,2010-08-04,1,1192.5
2,2010-08-05,0,1207.75
2,2010-08-06,1,1203
2,2010-08-09,0,1192.5
2,2010-08-10,0,1205.5
2,2010-08-11,1,1213
2,2010-08-12,1,1214.25
2,2010-08-13,1,1223.5
2,2010-08-16,1,1226
2,2010-08-17,1,1218
2,2010-08-18,0,1226
2,2010-08-23,1,1222
2,2010-08-24,0,1237.5
2,2010-08-25,1,1237
2,2010-08-26,0,1235
2,2010-08-27,0,1246
2,2010-08-31,1,1246.5
2,2010-09-01,1,1248.5
2,2010-09-02,1,1240.5
2,2010-09-03,0,1256.75
2,2010-09-07,1,1255
2,2010-09-08,0,1255
2,2010-09-09,0,1243.75
2,2010-09-13,0,1265.5
2,2010-09-14,1,1267
2,2010-09-15,1,1272.5
2,2010-09-16,1,1274
2,2010-09-17,1,1275
2,2010-09-21,1,1297
2,2010-09-27,1,1294
2,2010-09-28,0,1307.5
2,2010-09-29,1,1341.5
2,2010-10-08,1,1348.5
2,2010-10-12,1,1365.5
2,2010-10-13,1,1373.25
2,2010-10-14,1,1367.5
2,2010-10-15,0,1367.25
2,2010-10-18,0,1339
2,2010-10-19,0,1339
2,2010-10-20,0,1343.5
2,2010-10-21,1,1337.5
2,2010-10-25,0,1329.5
2,2010-10-26,0,1324.5
2,2010-10-27,0,1333.5
2,2010-10-28,1,1346.75
2,2010-10-29,1,1354.5
2,2010-11-01,1,1351
2,2010-11-02,0,1381
2,2010-11-04,1,1388.5
2,2010-11-08,1,1421
2,2010-11-09,1,1390.5
2,2010-11-10,0,1398.5
2,2010-11-11,1,1388.5
2,2010-11-12,0,1368.5
2,2010-11-15,0,1349
2,2010-11-16,0,1350.25
2,2010-11-18,1,1342.5
2,2010-11-19,0,1356.5
2,2010-11-22,1,1372.5
2,2010-11-24,1,1355
2,2010-11-26,0,1357
2,2010-11-29,1,1383.5
2,2010-11-30,1,1385.5
2,2010-12-01,1,1389
2,2010-12-02,1,1403.5
2,2010-12-03,1,1420
2,2010-12-07,1,1385.5
2,2010-12-08,0,1391.25
2,2010-12-09,1,1375.25
2,2010-12-10,0,1399
2,2010-12-13,1,1394.5
2,2010-12-14,0,1388.75
2,2010-12-15,0,1363
2,2010-12-16,0,1380
2,2010-12-20,1,1383
2,2010-12-21,1,1387
2,2010-12-22,1,1412.5
2,2010-12-29,1,1405.5
2,2010-12-30,0,1388.5
2,2011-01-04,0,1368
2,2011-01-05,0,1368.5
2,2011-01-06,1,1367
2,2011-01-07,0,1374
2,2011-01-11,1,1378.75
2,2011-01-12,1,1381.5
2,2011-01-13,1,1367
2,2011-01-14,0,1369.5
2,2011-01-18,1,1372
2,2011-01-19,1,1345.5
2,2011-01-20,0,1343.5
2,2011-01-21,0,1343
2,2011-01-24,0,1324
2,2011-01-25,0,1334.5
2,2011-01-27,1,1319
2,2011-01-28,0,1327
2,2011-01-31,1,1331.5
2,2011-02-01,1,1365
2,2011-02-09,1,1353.25
2,2011-02-10,0,1365
2,2011-02-14,1,1372.75
2,2011-02-15,1,1379
2,2011-02-17,1,1383.5
2,2011-02-18,1,1401
2,2011-02-22,1,1409.25
2,2011-02-23,1,1411.5
2,2011-02-24,1,1402.5
2,2011-02-25,0,1411
2,2011-02-28,1,1420.75
2,2011-03-01,1,1421.5
2,2011-03-03,1,1427
2,2011-03-04,1,1437.5
2,2011-03-07,1,1426.25
2,2011-03-08,0,1431
2,2011-03-09,1,1413.25
2,2011-03-10,0,1411.5
2,2011-03-11,0,1422.25
2,2011-03-14,1,1400.5
2,2011-03-15,0,1402
2,2011-03-16,1,1403.75
2,2011-03-17,1,1420
2,2011-03-18,1,1426
2,2011-03-22,1,1439.5
2,2011-03-23,1,1447
2,2011-03-24,1,1436
2,2011-03-25,0,1417
2,2011-03-28,0,1417.5
2,2011-03-29,1,1425.5
2,2011-03-30,1,1439
2,2011-03-31,1,1461.5
2,2011-04-06,1,1459.5
2,2011-04-07,0,1469.5
2,2011-04-08,1,1468
2,2011-04-11,0,1457.5
2,2011-04-13,0,1476.75
2,2011-04-15,1,1493
2,2011-04-18,1,1490.5
2,2011-04-19,0,1501
2,2011-04-20,1,1504
2,2011-04-21,1,1497.5
2,2011-04-26,0,1511
2,2011-04-27,1,1535.5
