loss,n_dates,mean_loss_full_minus_zero,dm_statistic,p_value_two_sided,hac_lag,forecast_horizon
squared_price_error,2944,-60258.591278250766,-3.3251496668183305,0.0008945453975295895,10,1
absolute_price_error,2944,30.762637400357523,1.6907959631006804,0.090981666447308179,10,1
absolute_percentage_error_percent,2944,3.5273073239156374,2.5185246904912009,0.011837379020704373,10,1
brier,2944,-0.027414240002830461,-5.1868242948494565,2.2841239833723403e-07,10,1
zero_one,2944,-0.026154891304347828,-2.6891634623028731,0.0072035363221154072,10,1
