fold,date,row_index,squared_price_error_full,absolute_price_error_full,absolute_percentage_error_percent_full,brier_full,zero_one_full,squared_price_error_zero,absolute_price_error_zero,absolute_percentage_error_percent_zero,brier_zero,zero_one_zero
2,2009-08-28,1519,0.57300251565535121,0.75696929637558696,0.079263800667600734,0.68150878533081416,1,153125.24728829719,391.31221203573136,40.975100736725793,0.025322795154811915,0
2,2009-09-01,1520,35.167636194102087,5.9302307032780845,0.61469092544991799,0.13962105393588864,0,160850.89792299396,401.06221203573136,41.57162083811675,0.86042028812232463,1
2,2009-09-02,1521,561.59008350235194,23.69789196326019,2.4107723258657363,0.0068921569746615901,0,175822.73116229815,419.31221203573136,42.656379657754975,0.64438195611526028,1
2,2009-09-03,1522,895.52816490702367,29.925376604263874,3.0258216991166709,0.087951095371909177,0,180890.4777067269,425.31221203573136,43.004268153258984,0.11452664244945508,0
2,2009-09-04,1523,1888.2824835199347,43.454372432701575,4.3421806078142966,0.95783143507173552,1,191023.37718956661,437.06221203573136,43.673466103995139,0.99066137803410392,1
2,2009-09-08,1524,1823.4756423621832,42.70217374282231,4.2723535510577602,0.000276800810086574,0,189932.28415947728,435.81221203573136,43.603022714930603,7.327435294717521e-09,0
2,2009-09-09,1525,2243.0032566671207,47.360355326656077,4.7802528717291013,0.00069774254517869603,0,182382.13294885197,427.06221203573136,43.104941916298898,4.3893625583282005e-06,0
2,2009-09-10,1526,2596.3480700104583,50.954372432701575,5.0537438564544086,0.73255047837931042,1,197635.56037010258,444.56221203573136,44.092458421594976,0.99617859806402764,1
2,2009-09-11,1527,2208.2112029363343,46.991607792629679,4.7026877951092994,0.00068502351758030077,0,189714.4405534594,435.56221203573136,43.588912888239321,3.027538595547051e-10,0
2,2009-09-14,1528,1913.3282522842414,43.741607792629679,4.3917276900230604,3.4141128688744181e-06,0,186893.84867522714,432.31221203573136,43.40484056583648,9.2425010649050909e-09,0
2,2009-09-15,1529,5236.0210229999248,72.360355326656077,7.1238351293779063,0.7180358713293038,1,204360.24355063855,452.06221203573136,44.505263306495827,0.94614779722735409,1
2,2009-09-16,1530,4387.9506029525774,66.241607792629679,6.5038397439989861,0.54286745675112102,1,206854.14821683508,454.81221203573136,44.6551018199049,0.8463543704318508,1
2,2009-09-17,1531,3569.0597016483912,59.741607792629679,5.9033209281254626,0.40661592930617546,1,200983.83946037057,448.31221203573136,44.299625695230368,0.10616210322505888,0
2,2009-09-18,1532,3305.2849665815575,57.491607792629679,5.6936477140509707,0.021366977515109353,0,198971.49700620977,446.06221203573136,44.175509981255892,0.0011730835056743623,0
2,2009-09-24,1533,1539.9037821505744,39.241607792629679,3.957802097088218,0.59983481604607869,1,183023.28876690558,427.81221203573136,43.147979025288087,0.91720258422261625,1
2,2009-09-25,1534,2126.1648683504804,46.110355326656077,4.6599651669182496,0.89354284629563963,1,181316.03991876263,425.81221203573136,43.033068422004177,0.66231085347160645,1
2,2009-09-29,1535,11687.848928855834,108.11035532665608,10.281536407670574,0.65102420312523956,1,237960.75421119333,487.81221203573136,46.39203157734012,0.65025430979356691,1
2,2009-10-09,1536,11500.762441948211,107.24160779262968,10.121907295198648,0.052814892689143772,0,245829.74960376503,495.81221203573136,46.796810951933118,0.60946421664570816,1
2,2009-10-14,1537,10286.396378608762,101.42187327499312,9.6271355742755702,0.00031968296516537336,0,239916.00305933625,489.81221203573136,46.493802756120679,5.3733610060321901e-06,0
2,2009-10-15,1538,9105.3338993088455,95.421873274993118,9.1094867088298912,0.00090449262508814109,0,234074.25651490749,483.81221203573136,46.187323344699891,8.8617453469983786e-10,0
2,2009-10-16,1539,12027.919787646149,109.67187327499312,10.329349967034906,0.66336875404691531,1,248065.96705792582,498.06221203573136,46.909556113560754,0.97305891137826817,1
2,2009-10-20,1540,10337.16981524626,101.67187327499312,9.6485763487537959,0.044516041914178038,0,240160.97166535413,490.06221203573136,46.506496990342242,9.8820880867846146e-05,0
2,2009-10-21,1541,10185.22450533377,100.92187327499312,9.5842234829053297,0.015050359119084301,0,239426.44084730052,489.31221203573136,46.468396204722829,5.711943863460178e-08,0
2,2009-10-22,1542,11988.412177015045,109.49160779262968,10.312371819414144,2.4281835525749983e-05,0,248065.96705792582,498.06221203573136,46.909556113560754,0.23424386999062172,0
2,2009-10-23,1543,10351.354756229284,101.74160779262968,9.6529039651451303,0.88409572138026526,1,240406.065271372,490.31221203573136,46.519185202631057,0.096490094024315284,0
2,2009-10-26,1544,7096.6484834872454,84.241607792629679,8.1275067817298297,0.0088940483201084136,0,223551.38785012139,472.81221203573136,45.616228850528834,0.0018890220470588188,0
2,2009-10-27,1545,6318.9157094572638,79.491607792629679,7.7045415839718618,0.027174380529934837,0,219082.23433578195,468.06221203573136,45.365855297865892,0.3570476238402257,1
2,2009-10-28,1546,7786.5813458282828,88.241607792629679,8.4806927239432657,0.27175174469320801,1,227349.88554640725,476.81221203573136,45.82529668772046,0.96874037716847816,1
