loss,n_dates,mean_loss_full_minus_zero,dm_statistic,p_value_two_sided,hac_lag,forecast_horizon
squared_price_error,2944,-67104.392078277378,-4.1218138478746669,3.8628350391010813e-05,10,1
absolute_price_error,2944,6.6742557099864914,0.42005796176770882,0.67447377613163917,10,1
absolute_percentage_error_percent,2944,1.6635111095023487,1.3631965270219477,0.17292485983417868,10,1
brier,2944,-0.0013280944851203423,-0.39069811561912687,0.69604867059135067,10,1
zero_one,2944,-0.0035099637681159385,-0.57143075739721305,0.56775132041092857,10,1
