fold,date,row_index,squared_price_error_full,absolute_price_error_full,absolute_percentage_error_percent_full,brier_full,zero_one_full,squared_price_error_zero,absolute_price_error_zero,absolute_percentage_error_percent_zero,brier_zero,zero_one_zero
1,2006-01-19,772,17.863990572734046,4.2265814286174646,0.74510029592198579,0.029640487880934617,0,190.33744574364121,13.79628376569724,2.4321346435781823,0.017346041092150381,0
1,2006-01-20,773,70.329148763099639,8.3862475972928223,1.5123981239482096,0.012011507010973437,0,71290.019787179088,267.00190970698895,48.151832228492147,0.017977510157036008,0
1,2006-01-23,774,9.2893084463950668,3.0478366830253663,0.5469424285375265,0.06365013478543749,0,106125.82203268369,325.76958426575629,58.460221492284667,0.037567790299067455,0
1,2006-01-24,775,24.162505775106471,4.9155371807266874,0.87503999656905873,0.13088089891848839,0,99522.769222522678,315.47229549125655,56.158842099022074,0.013225520272905694,0
1,2006-01-25,776,1.3468003634727659,1.160517282711794,0.20658963644179687,0.061627901643754347,0,47.427872301909467,6.8867896949093392,1.2259527716794552,0.014991504499570671,0
1,2006-01-27,777,34.303673535832324,5.8569337998505944,1.027983115375269,0.39907935550565554,1,11394.987448776503,106.74730651766583,18.735815097440252,0.23002810335590751,0
1,2006-02-06,778,0.030793923023907998,0.17548197350129158,0.031408980401161905,0.01000498885721487,0,104.15161435542527,10.205469825315504,1.8266457535914629,0.037122918227462609,0
1,2006-02-07,779,39.646745342365087,6.296566154847028,1.1474380236623287,0.0031797071195750638,0,595.60689383927934,24.405058775575185,4.4473911208337471,0.052753752416927188,0
1,2006-02-08,780,3.638605112379059,1.9075128079200567,0.34246190447397784,0.28569606016658894,1,1415.8589896933554,37.627901744494807,6.7554581228895527,0.44032737382198311,1
1,2006-02-10,781,9.1116490863842809,3.0185508255426612,0.54952682059760805,0.092798958340532978,0,948.39540572229816,30.796029057693431,5.6064134457843497,0.057869433778221242,0
1,2006-02-13,782,48.125145711538828,6.9372289649065806,1.2853861339460033,0.023466464939223972,0,454.06354166872086,21.308766779631355,3.9482614007099044,0.14005213130473421,0
1,2006-02-14,783,56.160952854767537,7.4940611723395705,1.3910090343089689,0.169994099010395,0,0.46068592680703357,0.67873848189640285,0.12598394095524879,0.30750021267492494,1
1,2006-02-16,784,4.6263136269343885,2.15088670713601,0.38986527227406376,0.03905365961837954,0,62.711216116617095,7.9190413634869401,1.4353890454027443,0.1510361219215704,0
1,2006-02-17,785,2.8744253608989796,1.6954130354869221,0.30603123384240472,0.17937959388476302,0,106.02094846903974,10.296647438318928,1.8586006206351855,0.052211911274638888,0
1,2006-02-21,786,1.8575233557200355,1.3629098853996311,0.24645748379740162,0.17169335163677224,0,14.835123735574051,3.851639097264183,0.69649893259750151,0.22140063307851843,0
1,2006-02-22,787,7.677920498615447,2.7709060789957221,0.50270429589907872,0.26752811355360256,1,9.9227309406585231,3.150036657034093,0.57148705679138112,0.11501327055464616,0
1,2006-02-23,788,8.8514419961564101,2.975137307109776,0.53688302934400001,0.077811451673735335,0,131.6865914345876,11.475477830338377,2.070825197209849,0.066039478684894862,0
1,2006-02-24,789,8.4913612904604232,2.9139940443419619,0.52670475270528005,0.24446952048341394,0,4.160130502470154,2.0396397972363047,0.36866512376616445,0.13860109824656541,0
1,2006-02-27,790,1.4937158587673041,1.2221766888495722,0.21981595123193742,0.0021084877252967676,0,1072.0089113889162,32.741547174636025,5.8887674774525225,0.0003062598606534667,0
1,2006-02-28,791,91.1538980730259,9.5474550573975421,1.6920611532826837,0.22895843164684512,0,11.811623857067461,3.4368043088118156,0.60909247830072055,0.19138702410752573,0
1,2006-03-01,792,53.005357830555511,7.2804778572944997,1.2914373139325055,0.046699211410568535,0,66.627500740272012,8.1625670435391839,1.4479054622685914,0.0033522305456052176,0
1,2006-03-02,793,45.664300766930829,6.7575365901288933,1.1960241752440519,0.1576499997490447,0,243.97963765565919,15.619847555455181,2.7645747885761383,0.076259082762448124,0
1,2006-03-03,794,53.161459024902541,7.2911905080653696,1.2899054414976328,0.27056124477061083,1,119.46174000816602,10.929855443150473,1.9336320996285665,0.14397085937417167,0
1,2006-03-06,795,0.11979008828700506,0.34610704743909082,0.062587169518822927,0.45393842585985655,1,642.81684266393211,25.353832898872156,4.5847799093801367,0.14067054912465951,0
1,2006-03-07,796,92.117190774391389,9.5977700938494763,1.7618669286552504,0.016858032868179745,0,1897.6779163797407,43.562345166206796,7.9967590943013853,0.00096667489277306982,0
1,2006-03-08,797,2.0205196512023216,1.4214498412544572,0.25839844414732904,0.018701660282049889,0,0.013809899626423762,0.11751552929899844,0.021362575767860104,0.0015479613953614274,0
1,2006-03-09,798,152.19129852789396,12.336583746235988,2.3059035039693434,0.45211807417908917,1,1238.1335456755944,35.187121872577109,6.5770321257153475,0.35044933894852065,1
1,2006-03-10,799,71.420168025410604,8.4510453806266241,1.5549301528291857,0.0019074622621549741,0,189.16338868625584,13.753668190204962,2.5305737240487511,0.050127047233019369,0
1,2006-03-13,800,54.452622206306351,7.3792020033541803,1.351997435572404,0.036989238704855119,0,120.68501692795985,10.98567325783722,2.0127653458844303,0.026167186406270113,0
1,2006-03-14,801,4.1225227131000715,2.0303996436908847,0.36732693689568241,0.060364900065277734,0,182.4936778333643,13.509022090194549,2.4439660045580367,0.074097313226668543,0
1,2006-03-16,802,5.6552153901364637,2.3780696773089858,0.43022517906992058,0.017244717720652548,0,0.47349997884166251,0.68811334737938523,0.12448907234362465,0.014679986914251719,0
1,2006-03-17,803,0.0668387156205347,0.25853184643392524,0.046519450550413899,0.058570456375755774,0,124.7420385393758,11.168797542232369,2.0096801695424866,0.28637203069227851,1
1,2006-03-20,804,34.614218860797628,5.8833849832216174,1.0682496565086912,0.67013317922679383,1,31.986635485509964,5.6556728587772795,1.0269038327330513,0.4042340821625095,1
1,2006-03-22,805,50.78485824107873,7.1263495733144282,1.3039980920977909,0.0051887226876382673,0,274.58869293801843,16.57071793671048,3.032153327851872,0.00012887941275595394,0
1,2006-03-23,806,0.15275257617005963,0.39083574065080029,0.070199504382721198,0.00025109017502407052,0,576.65983751843953,24.013742680357836,4.313200301815507,0.0026784609625370545,0
1,2006-03-24,807,37.762639054521131,6.1451313293143812,1.0876338635954657,0.068279682599411334,0,7.3782354340386389,2.7162907491722308,0.4807594246322533,0.046711591602761379,0
1,2006-03-27,808,153.60691478161505,12.39382567174539,2.1839340390740776,0.14752737912785627,0,130.16086300342556,11.408806379434509,2.0103623576096052,0.18485883479507642,0
1,2006-03-28,809,353.12998666779487,18.791753155780725,3.3259740098726946,0.42785561792893734,1,7.0062562801142638,2.646933372813578,0.46848378279886332,0.21082939945530216,0
1,2006-03-29,810,391.70451376568388,19.791526312179258,3.4006058955634466,0.14004423580950423,0,66.31638860952404,8.1434874967377482,1.3992246557968639,0.006703440560766237,0
1,2006-03-31,811,1157.7343410209569,34.025495455921828,5.7965068919798686,0.098877957080198323,0,200.37341946791796,14.155331838848497,2.4114705006556214,0.098898655301053726,0
1,2006-04-03,812,412.40862345968401,20.307846352079878,3.4537153659999791,0.0057709633106131138,0,1154.8792260489963,33.983514033263191,5.7795091893304749,0.0062302594465841127,0
1,2006-04-04,813,47.609034190548755,6.8999300134529449,1.1764586553201952,0.022572945315991404,0,2845.5603583347161,53.343794000190087,9.0952760443631853,0.00092344128142118887,0
